WigleWifi-1.4,appRelease=2.26,model=yishay,release=5.0.1,device=ja3g,display=LRX22C.I9500XXUHOI1,board=universal5410,brand=samsung,,,
ec:8c:a2:26:b0:58,Ariel_University,[ESS],09/11/2017 13:13,11,-64,32.10349488,35.2076457,682.7480684,6,WIFI
ec:8c:a2:88:7a:17,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:13,36,-65,32.10349488,35.2076457,682.7480684,6,WIFI
ec:8c:a2:0a:08:bc,Ariel_University,[ESS],09/11/2017 13:13,44,-86,32.10349488,35.2076457,682.7480684,6,WIFI
ec:8c:a2:08:a3:b8,Ariel_University,[ESS],09/11/2017 13:13,11,-88,32.10349488,35.2076457,682.7480684,6,WIFI
ec:8c:a2:08:7a:18,Ariel_University,[ESS],09/11/2017 13:13,1,-58,32.1034976,35.20761338,682.5934761,6,WIFI
ec:8c:a2:0a:08:b8,Ariel_University,[ESS],09/11/2017 13:13,6,-76,32.1034976,35.20761338,682.5934761,6,WIFI
ec:8c:a2:0a:08:bc,Ariel_University,[ESS],09/11/2017 13:13,44,-72,32.1034976,35.20761338,682.5934761,6,WIFI
ec:8c:a2:09:86:dc,Ariel_University,[ESS],09/11/2017 13:13,40,-88,32.1034976,35.20761338,682.5934761,6,WIFI
ec:8c:a2:0a:08:b8,Ariel_University,[ESS],09/11/2017 13:14,6,-67,32.10349742,35.20760254,682.4139997,8,WIFI
42501_10072_480144,012 Mobile,HSDPA;il,09/11/2017 13:14,0,-85,32.10349742,35.20760254,682.4139997,8,GSM
ec:8c:a2:8a:08:b7,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,44,-82,32.10350073,35.20758852,682.2334381,8,WIFI
ec:8c:a2:08:a3:bc,Ariel_University,[ESS],09/11/2017 13:14,48,-88,32.10350073,35.20758852,682.2334381,8,WIFI
a0:8c:fd:0a:14:5b,DIRECT-F1-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,6,-82,32.10350413,35.20757665,681.9550046,8,WIFI
ec:8c:a2:08:a3:b8,Ariel_University,[ESS],09/11/2017 13:14,11,-82,32.10350413,35.20757665,681.9550046,8,WIFI
ec:8c:a2:08:96:4c,Ariel_University,[ESS],09/11/2017 13:14,36,-90,32.10350413,35.20757665,681.9550046,8,WIFI
ec:8c:a2:88:a3:b7,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,48,-89,32.10350239,35.20757207,681.5638825,12,WIFI
ec:8c:a2:09:84:fc,Ariel_University,[ESS],09/11/2017 13:14,36,-87,32.10350239,35.20757207,681.5638825,12,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],09/11/2017 13:14,44,-89,32.10350239,35.20757207,681.5638825,12,WIFI
ec:8c:a2:0a:11:e8,Ariel_University,[ESS],09/11/2017 13:14,1,-85,32.10350239,35.20757207,681.5638825,12,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],09/11/2017 13:14,2,-88,32.10350239,35.20757207,681.5638825,12,WIFI
ec:8c:a2:88:a3:b7,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,48,-84,32.10350778,35.20755949,681.1291686,12,WIFI
1c:b9:c4:96:28:87,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,44,-88,32.10350778,35.20755949,681.1291686,12,WIFI
ec:8c:a2:09:8e:dc,Ariel_University,[ESS],09/11/2017 13:14,44,-89,32.10350778,35.20755949,681.1291686,12,WIFI
ec:8c:a2:09:84:f8,Ariel_University,[ESS],09/11/2017 13:14,1,-85,32.10350778,35.20755949,681.1291686,12,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS],09/11/2017 13:14,11,-58,32.10351252,35.20754308,680.6934458,12,WIFI
ec:8c:a2:08:a3:bc,Ariel_University,[ESS],09/11/2017 13:14,48,-83,32.10351252,35.20754308,680.6934458,12,WIFI
ec:8c:a2:88:77:47,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,44,-88,32.10351252,35.20754308,680.6934458,12,WIFI
ec:8c:a2:08:77:4c,Ariel_University,[ESS],09/11/2017 13:14,44,-86,32.10351252,35.20754308,680.6934458,12,WIFI
ec:8c:a2:08:77:48,Ariel_University,[ESS],09/11/2017 13:14,6,-82,32.10351252,35.20754308,680.6934458,12,WIFI
1c:b9:c4:16:28:8c,Ariel_University,[ESS],09/11/2017 13:14,44,-87,32.10351252,35.20754308,680.6934458,12,WIFI
1c:b9:c4:14:2b:1c,Ariel_University,[ESS],09/11/2017 13:14,36,-89,32.10351252,35.20754308,680.6934458,12,WIFI
ec:8c:a2:08:96:48,Ariel_University,[ESS],09/11/2017 13:14,6,-85,32.10351252,35.20754308,680.6934458,12,WIFI
ec:8c:a2:08:ab:d8,Ariel_University,[ESS],09/11/2017 13:14,1,-85,32.10351252,35.20754308,680.6934458,12,WIFI
ec:8c:a2:09:8c:a8,Ariel_University,[ESS],09/11/2017 13:14,11,-85,32.10351252,35.20754308,680.6934458,12,WIFI
1c:b9:c4:16:28:88,Ariel_University,[ESS],09/11/2017 13:14,11,-88,32.10351252,35.20754308,680.6934458,12,WIFI
ec:8c:a2:26:ae:28,Ariel_University,[ESS],09/11/2017 13:14,6,-49,32.10351616,35.20752418,680.0540994,12,WIFI
00:27:19:e3:2d:fe,AUC_51_3,[ESS],09/11/2017 13:14,1,-85,32.10351616,35.20752418,680.0540994,12,WIFI
1c:b9:c4:15:36:78,Ariel_University,[ESS],09/11/2017 13:14,1,-88,32.10351616,35.20752418,680.0540994,12,WIFI
ec:8c:a2:88:96:47,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,52,-88,32.10351494,35.20751363,679.4283788,12,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],09/11/2017 13:14,6,-88,32.10351494,35.20751363,679.4283788,12,WIFI
ec:8c:a2:88:77:47,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,44,-82,32.10351206,35.20750347,678.8455384,8,WIFI
ec:8c:a2:08:77:4c,Ariel_University,[ESS],09/11/2017 13:14,44,-80,32.10351206,35.20750347,678.8455384,8,WIFI
ec:8c:a2:08:99:68,Ariel_University,[ESS],09/11/2017 13:14,11,-82,32.10351206,35.20750347,678.8455384,8,WIFI
ec:8c:a2:09:8c:ac,Ariel_University,[ESS],09/11/2017 13:14,36,-90,32.10351206,35.20750347,678.8455384,8,WIFI
ec:8c:a2:08:77:48,Ariel_University,[ESS],09/11/2017 13:14,6,-76,32.10351539,35.20749239,678.3731654,12,WIFI
ec:8c:a2:89:8e:d7,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,44,-84,32.10351539,35.20749239,678.3731654,12,WIFI
ec:8c:a2:09:8e:dc,Ariel_University,[ESS],09/11/2017 13:14,44,-82,32.10351539,35.20749239,678.3731654,12,WIFI
1c:b9:c4:14:2b:18,Ariel_University,[ESS],09/11/2017 13:14,11,-79,32.10351539,35.20749239,678.3731654,12,WIFI
ec:8c:a2:08:96:48,Ariel_University,[ESS],09/11/2017 13:14,6,-79,32.10351539,35.20749239,678.3731654,12,WIFI
ec:8c:a2:08:ab:dc,Ariel_University,[ESS],09/11/2017 13:14,36,-90,32.10351539,35.20749239,678.3731654,12,WIFI
ec:8c:a2:09:8e:dc,Ariel_University,[ESS],09/11/2017 13:14,44,-77,32.10351774,35.20747651,677.7954728,8,WIFI
ec:8c:a2:09:8e:d8,Ariel_University,[ESS],09/11/2017 13:14,1,-82,32.10351774,35.20747651,677.7954728,8,WIFI
ec:8c:a2:08:ab:d8,Ariel_University,[ESS],09/11/2017 13:14,1,-79,32.1035131,35.2074558,677.3289962,12,WIFI
ec:8c:a2:09:8e:d8,Ariel_University,[ESS],09/11/2017 13:14,1,-73,32.1035131,35.2074558,677.3289962,12,WIFI
1c:b9:c4:95:36:87,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,44,-88,32.1035131,35.2074558,677.3289962,12,WIFI
ec:8c:a2:09:89:e8,Ariel_University,[ESS],09/11/2017 13:14,6,-79,32.1035131,35.2074558,677.3289962,12,WIFI
1c:b9:c4:16:28:88,Ariel_University,[ESS],09/11/2017 13:14,11,-79,32.1035131,35.2074558,677.3289962,12,WIFI
ec:8c:a2:88:ab:d7,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,36,-89,32.10351436,35.20743877,676.9892445,6,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],09/11/2017 13:14,2,-82,32.10351436,35.20743877,676.9892445,6,WIFI
ec:8c:a2:08:a3:b8,Ariel_University,[ESS],09/11/2017 13:14,11,-73,32.10351796,35.20742195,676.5741409,8,WIFI
1c:b9:c4:16:28:8c,Ariel_University,[ESS],09/11/2017 13:14,44,-78,32.10351796,35.20742195,676.5741409,8,WIFI
ec:8c:a2:08:ab:d8,Ariel_University,[ESS],09/11/2017 13:14,1,-73,32.10351796,35.20742195,676.5741409,8,WIFI
1c:b9:c4:15:36:78,Ariel_University,[ESS],09/11/2017 13:14,1,-76,32.10351796,35.20742195,676.5741409,8,WIFI
ec:8c:a2:08:ab:dc,Ariel_University,[ESS],09/11/2017 13:14,36,-81,32.10351796,35.20742195,676.5741409,8,WIFI
1c:b9:c4:96:28:87,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,44,-79,32.10351796,35.20742195,676.5741409,8,WIFI
ec:8c:a2:8a:08:27,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,36,-90,32.10351796,35.20742195,676.5741409,8,WIFI
ec:8c:a2:0a:11:98,Ariel_University,[ESS],09/11/2017 13:14,11,-73,32.10351796,35.20742195,676.5741409,8,WIFI
ec:8c:a2:0a:08:2c,Ariel_University,[ESS],09/11/2017 13:14,36,-89,32.10351796,35.20742195,676.5741409,8,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS],09/11/2017 13:14,11,-52,32.10353149,35.20739611,676.2527163,8,WIFI
1c:b9:c4:15:36:78,Ariel_University,[ESS],09/11/2017 13:14,1,-70,32.10353149,35.20739611,676.2527163,8,WIFI
1c:b9:c4:16:28:88,Ariel_University,[ESS],09/11/2017 13:14,11,-73,32.10353149,35.20739611,676.2527163,8,WIFI
ec:8c:a2:0a:08:28,Ariel_University,[ESS],09/11/2017 13:14,6,-85,32.10353149,35.20739611,676.2527163,8,WIFI
ec:8c:a2:09:89:ec,Ariel_University,[ESS],09/11/2017 13:14,36,-90,32.10353149,35.20739611,676.2527163,8,WIFI
ec:8c:a2:08:96:4c,Ariel_University,[ESS],09/11/2017 13:14,36,-84,32.10354809,35.20737821,676.0341244,8,WIFI
ec:8c:a2:09:84:f8,Ariel_University,[ESS],09/11/2017 13:14,1,-76,32.10354809,35.20737821,676.0341244,8,WIFI
1c:b9:c4:15:36:78,Ariel_University,[ESS],09/11/2017 13:14,1,-64,32.10354809,35.20737821,676.0341244,8,WIFI
ec:8c:a2:8a:08:27,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,36,-79,32.10354809,35.20737821,676.0341244,8,WIFI
ec:8c:a2:0a:08:2c,Ariel_University,[ESS],09/11/2017 13:14,36,-79,32.10354809,35.20737821,676.0341244,8,WIFI
ec:8c:a2:0a:08:28,Ariel_University,[ESS],09/11/2017 13:14,6,-73,32.10354809,35.20737821,676.0341244,8,WIFI
ec:8c:a2:88:d7:67,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,58,-87,32.10354809,35.20737821,676.0341244,8,WIFI
ec:8c:a2:0a:11:9c,Ariel_University,[ESS],09/11/2017 13:14,44,-73,32.10354809,35.20737821,676.0341244,8,WIFI
1c:b9:c4:15:36:7c,Ariel_University,[ESS],09/11/2017 13:14,36,-86,32.10354809,35.20737821,676.0341244,8,WIFI
ec:8c:a2:0a:11:ec,Ariel_University,[ESS],09/11/2017 13:14,44,-87,32.10354809,35.20737821,676.0341244,8,WIFI
ec:8c:a2:08:f3:8c,Ariel_University,[ESS],09/11/2017 13:14,36,-89,32.10354809,35.20737821,676.0341244,8,WIFI
42501_10072_516797,012 Mobile,HSDPA;il,09/11/2017 13:14,0,-93,32.10354809,35.20737821,676.0341244,8,GSM
ec:8c:a2:09:84:f8,Ariel_University,[ESS],09/11/2017 13:14,1,-70,32.10355953,35.20736545,675.9454217,8,WIFI
a0:8c:fd:0a:14:5b,DIRECT-F1-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,6,-76,32.10355953,35.20736545,675.9454217,8,WIFI
ec:8c:a2:0a:11:e8,Ariel_University,[ESS],09/11/2017 13:14,1,-70,32.10355953,35.20736545,675.9454217,8,WIFI
00:27:19:e3:2d:fe,AUC_51_3,[ESS],09/11/2017 13:14,1,-79,32.10357865,35.20733951,675.8694451,8,WIFI
ec:8c:a2:88:ab:d7,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,36,-81,32.10357865,35.20733951,675.8694451,8,WIFI
00:27:19:14:04:78,AUC,[ESS],09/11/2017 13:14,6,-70,32.10357865,35.20733951,675.8694451,8,WIFI
ec:8c:a2:08:77:48,Ariel_University,[ESS],09/11/2017 13:14,6,-70,32.10360198,35.20730322,675.3272627,12,WIFI
ec:8c:a2:08:ab:d8,Ariel_University,[ESS],09/11/2017 13:14,1,-61,32.10360198,35.20730322,675.3272627,12,WIFI
ec:8c:a2:09:8c:ac,Ariel_University,[ESS],09/11/2017 13:14,36,-83,32.10360198,35.20730322,675.3272627,12,WIFI
ec:8c:a2:89:8c:a7,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,36,-82,32.10360198,35.20730322,675.3272627,12,WIFI
1c:b9:c4:95:36:77,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,36,-88,32.10360198,35.20730322,675.3272627,12,WIFI
ec:8c:a2:09:86:4c,Ariel_University,[ESS],09/11/2017 13:14,44,-83,32.10360198,35.20730322,675.3272627,12,WIFI
ec:8c:a2:09:f2:b8,Ariel_University,[ESS],09/11/2017 13:14,1,-85,32.10360198,35.20730322,675.3272627,12,WIFI
ec:8c:a2:26:b0:58,Ariel_University,[ESS],09/11/2017 13:14,11,-43,32.10363634,35.20727058,675.0831122,12,WIFI
ec:8c:a2:08:ab:dc,Ariel_University,[ESS],09/11/2017 13:14,36,-75,32.10363634,35.20727058,675.0831122,12,WIFI
ec:8c:a2:08:99:68,Ariel_University,[ESS],09/11/2017 13:14,11,-76,32.10363634,35.20727058,675.0831122,12,WIFI
ec:8c:a2:09:86:48,Ariel_University,[ESS],09/11/2017 13:14,11,-85,32.10363634,35.20727058,675.0831122,12,WIFI
ec:8c:a2:09:8c:a8,Ariel_University,[ESS],09/11/2017 13:14,11,-76,32.10364266,35.20725814,675.0005002,8,WIFI
1c:b9:c4:15:36:8c,Ariel_University,[ESS],09/11/2017 13:14,44,-83,32.10364266,35.20725814,675.0005002,8,WIFI
1c:b9:c4:95:36:87,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,44,-83,32.10364266,35.20725814,675.0005002,8,WIFI
3c:52:82:ef:d4:1e,DIRECT-1D-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,6,-85,32.10364266,35.20725814,675.0005002,8,WIFI
ec:8c:a2:08:96:ec,Ariel_University,[ESS],09/11/2017 13:14,44,-89,32.10364266,35.20725814,675.0005002,8,WIFI
42501_10072_516797,012 Mobile,HSDPA;il,09/11/2017 13:14,0,-85,32.10364266,35.20725814,675.0005002,8,GSM
ec:8c:a2:08:a3:bc,Ariel_University,[ESS],09/11/2017 13:14,48,-74,32.10365569,35.20720206,674.6045381,6,WIFI
a0:8c:fd:0a:14:5b,DIRECT-F1-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,6,-70,32.10365569,35.20720206,674.6045381,6,WIFI
42501_10072_470809,012 Mobile,HSDPA;il,09/11/2017 13:14,0,-81,32.10365569,35.20720206,674.6045381,6,GSM
3c:52:82:ef:d4:1e,DIRECT-1D-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,6,-76,32.1036566,35.2071743,674.3984032,8,WIFI
ec:8c:a2:88:a3:b7,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,48,-79,32.1036566,35.2071743,674.3984032,8,WIFI
ec:8c:a2:09:84:fc,Ariel_University,[ESS],09/11/2017 13:14,36,-81,32.1036566,35.2071743,674.3984032,8,WIFI
1c:b9:c4:96:ec:57,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,48,-89,32.10365756,35.20713789,674.1423076,8,WIFI
1c:b9:c4:15:36:88,Ariel_University,[ESS],09/11/2017 13:14,6,-70,32.10365756,35.20713789,674.1423076,8,WIFI
1c:b9:c4:16:ec:5c,Ariel_University,[ESS],09/11/2017 13:14,48,-88,32.10365756,35.20713789,674.1423076,8,WIFI
ec:8c:a2:88:96:47,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,52,-83,32.10365949,35.20713283,673.8675648,8,WIFI
14:ae:db:46:62:2d,Nadav,[WPA2-PSK-CCMP][ESS],09/11/2017 13:14,6,-79,32.10365949,35.20713283,673.8675648,8,WIFI
8c:59:c3:e8:f2:12,M9BLAT,[WPA2-PSK-CCMP][ESS],09/11/2017 13:15,1,-85,32.10365643,35.20712161,673.7779699,12,WIFI
06:ae:db:50:2b:e5,BezeqFree,[WPA2-PSK-CCMP][ESS],09/11/2017 13:15,1,-88,32.10365643,35.20712161,673.7779699,12,WIFI
14:ae:db:50:2b:e5,EY_home,[WPA2-PSK-CCMP][ESS],09/11/2017 13:15,1,-88,32.10365643,35.20712161,673.7779699,12,WIFI
c0:ac:54:f5:ff:4b,YanivIsGay,[WPA-PSK-CCMP+TKIP][WPA2-PSK-CCMP+TKIP][ESS],09/11/2017 13:15,11,-88,32.10365643,35.20712161,673.7779699,12,WIFI
1c:b9:c4:16:06:3c,Ariel_University,[ESS],09/11/2017 13:15,36,-87,32.10365643,35.20712161,673.7779699,12,WIFI
1c:b9:c4:14:33:c8,Ariel_University,[ESS],09/11/2017 13:15,11,-88,32.10365643,35.20712161,673.7779699,12,WIFI
1c:b9:c4:96:06:37,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:15,36,-83,32.10386193,35.20697293,673.672339,6,WIFI
1c:b9:c4:16:06:38,Ariel_University,[ESS],09/11/2017 13:15,6,-73,32.10386193,35.20697293,673.672339,6,WIFI
1c:b9:c4:14:38:28,Ariel_University,[ESS],09/11/2017 13:15,6,-76,32.10386193,35.20697293,673.672339,6,WIFI
70:5a:0f:5c:b0:0b,DIRECT-80-HP DeskJet 3630 series,[WPA2-PSK-CCMP][ESS],09/11/2017 13:15,6,-73,32.1038714,35.20697585,673.3957811,6,WIFI
00:27:22:f3:e1:da,,[ESS],09/11/2017 13:15,6,-73,32.1038714,35.20697585,673.3957811,6,WIFI
1c:b9:c4:15:1f:58,Ariel_University,[ESS],09/11/2017 13:15,11,-82,32.1038714,35.20697585,673.3957811,6,WIFI
f0:b0:52:3e:d1:e8,Ariel_University,[ESS],09/11/2017 13:15,1,-82,32.1038714,35.20697585,673.3957811,6,WIFI
00:25:86:cc:07:b2,KCG_54,[ESS],09/11/2017 13:15,2,-76,32.10397288,35.20702838,672.2126445,8,WIFI
1c:b9:c4:55:44:73,island-154470,[WPA2-PSK-CCMP][ESS],09/11/2017 13:15,9,-88,32.10397288,35.20702838,672.2126445,8,WIFI
00:25:86:cc:00:f8,AUC_54_R,[ESS],09/11/2017 13:15,5,-73,32.10397288,35.20702838,672.2126445,8,WIFI
ec:8c:a2:08:a3:38,Ariel_University,[ESS],09/11/2017 13:15,6,-73,32.10397288,35.20702838,672.2126445,8,WIFI
1c:b9:c4:15:1f:5c,Ariel_University,[ESS],09/11/2017 13:15,44,-81,32.10397288,35.20702838,672.2126445,8,WIFI
ec:8c:a2:08:a3:3c,Ariel_University,[ESS],09/11/2017 13:15,36,-86,32.10397288,35.20702838,672.2126445,8,WIFI
00:27:22:f3:e0:83,,[ESS],09/11/2017 13:15,6,-82,32.10397288,35.20702838,672.2126445,8,WIFI
00:27:22:f3:e1:f4,,[ESS],09/11/2017 13:15,1,-82,32.10397288,35.20702838,672.2126445,8,WIFI
1c:b9:c4:15:1f:58,Ariel_University,[ESS],09/11/2017 13:15,11,-70,32.10402241,35.20702815,671.9101867,8,WIFI
1c:b9:c4:95:1f:57,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:15,44,-82,32.10402241,35.20702815,671.9101867,8,WIFI
1c:b9:c4:14:38:2c,Ariel_University,[ESS],09/11/2017 13:15,36,-89,32.10402241,35.20702815,671.9101867,8,WIFI
f0:b0:52:3e:d1:ec,Ariel_University,[ESS],09/11/2017 13:15,40,-89,32.10402241,35.20702815,671.9101867,8,WIFI
1c:b9:c4:16:cd:6c,Ariel_University,[ESS],09/11/2017 13:15,44,-90,32.10402241,35.20702815,671.9101867,8,WIFI
f0:b0:52:3e:d4:5c,Ariel_University,[ESS],09/11/2017 13:15,58,-91,32.10402241,35.20702815,671.9101867,8,WIFI
f0:b0:52:3e:d1:ec,Ariel_University,[ESS],09/11/2017 13:16,40,-83,32.10406029,35.20703194,671.4129017,8,WIFI
f0:b0:52:3e:d4:5c,Ariel_University,[ESS],09/11/2017 13:16,58,-83,32.10406029,35.20703194,671.4129017,8,WIFI
f0:b0:52:be:d4:57,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:16,58,-84,32.10406029,35.20703194,671.4129017,8,WIFI
1c:b9:c4:16:04:dc,Ariel_University,[ESS],09/11/2017 13:16,36,-83,32.10406029,35.20703194,671.4129017,8,WIFI
f0:b0:52:3e:da:1c,Ariel_University,[ESS],09/11/2017 13:16,58,-87,32.10406029,35.20703194,671.4129017,8,WIFI
f0:b0:52:3e:d0:3c,Ariel_University,[ESS],09/11/2017 13:16,36,-89,32.10406029,35.20703194,671.4129017,8,WIFI
1c:b9:c4:16:04:d8,Ariel_University,[ESS],09/11/2017 13:16,1,-88,32.10406029,35.20703194,671.4129017,8,WIFI
00:27:22:f3:e1:f4,,[ESS],09/11/2017 13:16,1,-73,32.10412795,35.2070578,671.1653418,6,WIFI
00:1a:dd:f5:e3:25,Afikim_Wifi,[ESS],09/11/2017 13:16,13,-82,32.10412795,35.2070578,671.1653418,6,WIFI
ec:8c:a2:08:aa:dc,Ariel_University,[ESS],09/11/2017 13:16,36,-87,32.10412795,35.2070578,671.1653418,6,WIFI
1c:b9:c4:14:2b:ac,Ariel_University,[ESS],09/11/2017 13:16,52,-89,32.10412795,35.2070578,671.1653418,6,WIFI
1c:b9:c4:14:2b:a8,Ariel_University,[ESS],09/11/2017 13:16,1,-85,32.10412795,35.2070578,671.1653418,6,WIFI
00:1a:dd:f5:e3:24,,[ESS],09/11/2017 13:16,13,-88,32.10412795,35.2070578,671.1653418,6,WIFI
f0:b0:52:3e:d1:e8,Ariel_University,[ESS],09/11/2017 13:16,1,-76,32.10416089,35.2070927,671.0154606,12,WIFI
1c:b9:c4:14:2b:a8,Ariel_University,[ESS],09/11/2017 13:16,1,-79,32.10416089,35.2070927,671.0154606,12,WIFI
f0:b0:52:3e:d6:fc,Ariel_University,[ESS],09/11/2017 13:16,44,-87,32.10416089,35.2070927,671.0154606,12,WIFI
f0:b0:52:3e:d6:f8,Ariel_University,[ESS],09/11/2017 13:16,6,-85,32.10416089,35.2070927,671.0154606,12,WIFI
f0:b0:52:be:d4:57,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:16,58,-79,32.10420027,35.20709135,670.7217866,8,WIFI
1c:b9:c4:94:2b:a7,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:16,52,-87,32.10420027,35.20709135,670.7217866,8,WIFI
f0:b0:52:3e:c7:8c,Ariel_University,[ESS],09/11/2017 13:16,56,-88,32.10420027,35.20709135,670.7217866,8,WIFI
f0:b0:52:3e:d4:58,Ariel_University,[ESS],09/11/2017 13:16,1,-85,32.10420027,35.20709135,670.7217866,8,WIFI
f0:b0:52:3e:da:18,Ariel_University,[ESS],09/11/2017 13:16,6,-85,32.10420027,35.20709135,670.7217866,8,WIFI
1c:b9:c4:15:0e:b8,Ariel_University,[ESS],09/11/2017 13:16,11,-85,32.10420027,35.20709135,670.7217866,8,WIFI
42501_10072_516799,012 Mobile,HSDPA;il,09/11/2017 13:16,0,-93,32.10420027,35.20709135,670.7217866,8,GSM
f0:b0:52:be:c7:87,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:16,56,-87,32.10426779,35.2071077,670.4096414,8,WIFI
f0:b0:52:3e:d0:38,Ariel_University,[ESS],09/11/2017 13:16,11,-82,32.10429517,35.20710701,670.2867833,6,WIFI
1c:b9:c4:15:0e:bc,Ariel_University,[ESS],09/11/2017 13:16,36,-88,32.10429517,35.20710701,670.2867833,6,WIFI
ec:8c:a2:26:d3:c8,Ariel_University,[ESS],09/11/2017 13:16,1,-88,32.10429517,35.20710701,670.2867833,6,WIFI
ec:8c:a2:26:d2:c8,Ariel_University,[ESS],09/11/2017 13:16,11,-88,32.10429517,35.20710701,670.2867833,6,WIFI
ec:8c:a2:26:d3:c8,Ariel_University,[ESS],09/11/2017 13:18,1,-55,32.10447562,35.20741725,650.6739445,16,WIFI
58:20:b1:26:9c:90,DIRECT-BC-HP DeskJet 3830 series,[WPA2-PSK-CCMP][WPS][ESS],09/11/2017 13:18,6,-73,32.10447562,35.20741725,650.6739445,16,WIFI
1c:b9:c4:16:f4:3c,Ariel_University,[ESS],09/11/2017 13:18,36,-79,32.10447562,35.20741725,650.6739445,16,WIFI
1c:b9:c4:16:f4:38,Ariel_University,[ESS],09/11/2017 13:18,1,-73,32.10447562,35.20741725,650.6739445,16,WIFI
1c:b9:c4:16:cd:6c,Ariel_University,[ESS],09/11/2017 13:18,44,-77,32.10447562,35.20741725,650.6739445,16,WIFI
50:68:0a:66:c3:09,machon,[WPA2-PSK-CCMP][ESS],09/11/2017 13:18,9,-82,32.10447562,35.20741725,650.6739445,16,WIFI
ec:8c:a2:08:92:4c,Ariel_University,[ESS],09/11/2017 13:18,44,-85,32.10447562,35.20741725,650.6739445,16,WIFI
1c:b9:c4:16:cd:68,Ariel_University,[ESS],09/11/2017 13:18,1,-70,32.10447562,35.20741725,650.6739445,16,WIFI
b8:a3:86:0a:5f:3d,Karnaf,[WPA2-PSK-CCMP+TKIP][ESS],09/11/2017 13:18,6,-70,32.10447562,35.20741725,650.6739445,16,WIFI
ec:8c:a2:08:92:48,Ariel_University,[ESS],09/11/2017 13:18,11,-82,32.10447562,35.20741725,650.6739445,16,WIFI
1c:b9:c4:15:3d:7c,Ariel_University,[ESS],09/11/2017 13:18,36,-67,32.10447562,35.20741725,650.6739445,16,WIFI
ec:8c:a2:08:ad:ec,Ariel_University,[ESS],09/11/2017 13:18,44,-73,32.10447562,35.20741725,650.6739445,16,WIFI
1c:b9:c4:96:f4:37,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:18,36,-83,32.10447562,35.20741725,650.6739445,16,WIFI
1c:b9:c4:95:0e:b7,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:18,36,-73,32.10447562,35.20741725,650.6739445,16,WIFI
ec:8c:a2:88:92:47,,[WPA2-PSK-CCMP][ESS],09/11/2017 13:18,44,-84,32.10447562,35.20741725,650.6739445,16,WIFI
ec:8c:a2:09:da:6c,Ariel_University,[ESS],09/11/2017 13:18,36,-75,32.10447562,35.20741725,650.6739445,16,WIFI
00:26:5a:86:60:67,Kravitz,[WEP][ESS],09/11/2017 13:18,6,-76,32.10447562,35.20741725,650.6739445,16,WIFI
00:27:22:f3:e0:7b,,[ESS],09/11/2017 13:18,11,-64,32.10447562,35.20741725,650.6739445,16,WIFI
